speciescode,speciename
athscr1,Sericornis keri
bobfly2,Cyornis superbus
larbun,Calamospiza melanocorys
blbfor1,Enicurus immaculatus
grbcou1,Centropus menbeki
rosmin1,Pericrocotus roseus
palsun2,Cinnyris osea
papfro1,Podargus papuensis
colkin9,Todiramphus sordidus
ultlor1,Vini ultramarina
sooant1,Hafferia fortis
perwaa1,Hypocnemis peruviana
combuz9,Buteo refectus
bkbalb,Thalassarche melanophris
rubswa1,Cecropis badia
junhao1,Ninox theomacha
asctap1,Myornis senilis
strlau1,Trochalopteron lineatum
blgtan1,Trichothraupis melanops
gybsab1,Campylopterus largipennis
brftan1,Thlypopsis pectoralis
afywhe4,Zosterops anderssoni
crytre1,Cichlocolaptes mazarbarnetti
camwar,Setophaga tigrina
comcha16,Fringilla moreletti
levshe1,Puffinus yelkouan
vardwk2,Ceyx wallacii
lattro1,Trogon clathratus
yebsap,Sphyrapicus varius
whwspi1,Synallaxis candei
greant2,Grallaria excelsa
bestan1,Tangara nigroviridis
truhor1,Bycanistes bucinator
whfsta2,Sturnornis albofrontatus
scsmer1,Mergus squamatus
tabsee1,Sporophila hypoxantha
aleswi1,Apus alexandri
amakin1,Chloroceryle amazona
stbher1,Phaethornis bourcieri
bonnig1,Caprimulgus concretus
sptwoo1,Certhiasomus stictolaemus
jungre1,Podiceps taczanowskii
cinfly2,Pyrrhomyias cinnamomeus
spibab1,Turdoides nipalensis
rufpot1,Phyllaemulor bracteatus
samsco1,Megascops gilesi
orihob1,Falco severus
whcpar,Pionus senilis
paradi2,Lycocorax pyrrhopterus
maseag1,Eutriorchis astur
braeme2,Riccordia bracei
sulcud1,Macropygia doreya
sbgtyr1,Muscisaxicola maculirostris
boorat1,Ocreatus underwoodii
hosbro1,Calyptomena hosii
whbblt1,Melaniparus leuconotus
blarob1,Turdus infuscatus
whbcan1,Crithagra dorsostriata
categr2,Ardea coromanda
guapar1,Amazona violacea
creber2,Paramythia montium
rucsee1,Sporophila collaris
gyhpar4,Suthora zappeyi
comeid,Somateria mollissima
orfpar,Eupsittula canicularis
olcflo1,Dicaeum nigrilore
crbpar1,Pyrrhura perlata
chapet1,Pterodroma axillaris
prgsta1,Lamprotornis ornatus
whtred1,Phoenicurus schisticeps
sumtan,Piranga rubra
jacfra2,Pternistis jacksoni
soobab1,Stachyris herberti
rursee1,Sporophila hypochroma
fispar1,Pyrrhura egregia
chafly1,Fraseria lendu
rufsco1,Megascops ingens
ragmac1,Ara chloropterus
blbkin1,Pelargopsis melanorhyncha
seypar2,Psittacula wardi
islthr9,Turdus erythropleurus
brotre2,Climacteris picumnus
publor1,Lorius hypoinochrous
nicwre1,Thryophilus nicefori
whnjac1,Florisuga mellivora
speduc2,Speculanas specularis
bucnig,Antrostomus ridgwayi
gsgdov1,Metriopelia aymara
crfbar1,Psilopogon malabaricus
baceag2,Spizaetus isidori
grygra1,Amytornis barbatus
sieela2,Elaenia olivina
blkcus1,Campephaga flava
margra1,Helopsaltes pryeri
fibflo3,Dicaeum cambodianum
rinouz1,Turdus torquatus
azstan1,Thraupis cyanoptera
afgwea1,Ploceus subaureus
pabfly2,Cyornis unicolor
ceywht1,Myophonus blighi
slgrol1,Brachypteracias leptosomus
mouwhe2,Oenanthe lugens
renibi1,Pseudibis papillosa
lickin1,Cittura sanghirensis
fulpri1,Pachyptila crassirostris
bktshr2,Clytorhynchus sanctaecrucis
taiwrb1,Pnoepyga formosana
afrgos1,Aerospiza tachiro
hottea1,Spatula hottentota
libcuc1,Chalcites minutillus
rutfly7,Ficedula crypta
whncra1,Antigone vipio
kilcis1,Cisticola bakerorum
wvvear1,Colibri serrirostris
gycful5,Alcippe hueti
rudshe,Tadorna ferruginea
serhon1,Lichmera monticola
smew,Mergellus albellus
whcmon2,Symposiachrus vidua
litbun,Emberiza pusilla
slbtyr1,Inezia tenuirostris
recswa1,Hirundo lucida
taiful1,Fulvetta formosana
gorsun1,Heliangelus strophianus
gywfra1,Scleroptila afra
zebdov,Geopelia striata
whiant1,Myrmoderus eowilsoni
ltgrol1,Uratelornis chimaera
bepfly1,Terpsiphone bedfordi
bawnig1,Systellura longirostris
yebasi1,Neodrepanis hypoxantha
sinsta1,Aplonis cantoroides
rescus1,Campephaga phoenicea
flobro1,Phaps histrionica
dulfro1,Batrachostomus harterti
slagna1,Conopophaga ardesiaca
meapip1,Anthus pratensis
ltwpar1,Dendrortyx macroura
regwhi1,Pachycephala schlegelii
lebwhe2,Zosterops flavissimus
madpoc1,Aythya innotata
easple1,Crinifer zonurus
lesaki,Akialoa obscura
oliwoo2,Dendropicos griseocephalus
duswoo4,Scolopax saturata
buwpar3,Forpus xanthopterygius
resspi2,Synallaxis hellmayri
sonthr1,Turdus philomelos
sinant1,Formicivora grantsaui
orabul1,Pyrrhula aurantiaca
tildac1,Xenodacnis parina
triher,Egretta tricolor
pygswi2,Collocalia troglodytes
snoowl1,Bubo scandiacus
chbscb2,Pomatorhinus bornensis
kidlar1,Corypha kidepoensis
golnig1,Caprimulgus eximius
crseag1,Spilornis cheela
gyhgos1,Tachyspiza poliocephala
bropar1,Paradoxornis unicolor
erttyr1,Hemitriccus orbitatus
forrai1,Rallicula forbesi
whvplu1,Chalybura buffonii
smbwoo1,Dryobates fumigatus
shtlar1,Spizocorys fremantlii
brotan1,Orchesticus abeillei
nicspa1,Tachyspiza butleri
bacant2,Thamnophilus multistriatus
vibsta2,Cinnyricinclus leucogaster
kasrob2,Tychaedon coryphoeus
rtpthr1,Cichladusa ruficauda
whbred1,Luscinia phaenicuroides
cuckoo1,Leptosomus discolor
leabit,Botaurus exilis
cabgre1,Phyllastrephus cabanisi
azugal1,Porphyrio flavirostris
chhlau1,Pterorhinus treacheri
buflau1,Pterorhinus berthemyi
twbplo1,Anarhynchus falklandicus
whesta2,Aplonis brunneicapillus
magwoo1,Campephilus magellanicus
pettyr1,Hemitriccus inornatus
subbus1,Chlorophoneus sulfureopectus
triwar1,Curruca deserticola
whbcus4,Coracina ingens
sposha1,Phalacrocorax punctatus
cutthr1,Amadina fasciata
besowl,Megascops barbarus
pingro,Pinicola enucleator
prbbar1,Semnornis frantzii
cliswa,Petrochelidon pyrrhonota
antsis1,Spinus dominicensis
rivwar1,Myiothlypis rivularis
uplsan,Bartramia longicauda
rucmon1,Arses insularis
chabar1,Lybius chaplini
wiltit1,Poecile montanus
rebwhe2,Oenanthe bottae
phopet1,Pterodroma alba
carchi,Poecile carolinensis
whmant2,Pithys castaneus
purgal2,Porphyrio martinica
strpar1,Pardalotus striatus
dickci,Spiza americana
chbcuc2,Scythrops novaehollandiae
litgul,Hydrocoloeus minutus
wfbeat1,Merops bullockoides
litbut1,Turnix velox
banwre1,Thryophilus pleurostictus
junowl1,Glaucidium radiatum
grcthr1,Turdus ravidus
batfal1,Falco rufigularis
fawbab1,Ptilocichla falcata
goweye1,Cleptornis marchei
rehblu1,Spermophaga ruficapilla
strgra4,Amytornis whitei
grapet,Procellaria cinerea
blawhe1,Oenanthe leucura
styfin1,Sicalis citrina
calthr,Toxostoma redivivum
stgpig1,Treron sanctithomae
eurgol,Carduelis carduelis
blfhon1,Entomyzon cyanotis
eyethr,Turdus obscurus
blaant5,Cercomacroides fuscicauda
fucnun1,Nonnula sclateri
magcor1,Leucocarbo magellanicus
sptgos1,Tachyspiza trinotata
carlor1,Chalcopsitta cardinalis
calgna,Polioptila californica
soogro1,Dendragapus fuliginosus
cfweye1,Zosterops erythropleurus
eclpar4,Eclectus polychloros
pettwi1,Hypargos niveoguttatus
screup1,Euphonia affinis
dusmyz4,Myzomela simplex
rubfly3,Anthipes solitaris
gycpig1,Treron griseicauda
gramal1,Malimbus nitens
waicis1,Cisticola lais
andwoo1,Dryocopus hodgei
jameup1,Euphonia jamaica
banant1,Cercomacra ferdinandi
septit1,Anthoscopus punctifrons
rebdot1,Anarhynchus obscurus
iheant1,Myrmotherula iheringi
cebflo1,Dicaeum quadricolor
withum1,Selasphorus ellioti
wespet1,Procellaria westlandica
runcou1,Coua cursor
blbsee1,Pyrenestes ostrinus
grymon1,Nengetus cinereus
flomon1,Symposiachrus sacerdotum
maunih1,Nycticorax mauritianus
busflu1,Sarothrura elegans
grbwoo1,Melanerpes hypopolius
crebar1,Trachyphonus vaillantii
blfapa1,Apalis personata
chafly2,Agricola infuscatus
orbbab1,Argya rufescens
hobvan1,Vanga curvirostris
whtcis1,Cisticola anderseni
ferduc,Aythya nyroca
libbus1,Heterotetrax humilis
temsti,Calidris temminckii
chtant2,Sciaphylax hemimelaena
obbfin1,Atlapetes semirufus
comros,Carpodacus erythrinus
malpar2,Cyanoramphus malherbi
anctap1,Scytalopus affinis
scbant3,Willisornis poecilinotus
blchor1,Ceratogymna atrata
hoomon1,Symposiachrus manadensis
gycnun1,Nonnula frontalis
andbul1,Microtarsus fuscoflavescens
ecutap1,Scytalopus robbinsi
rubthr2,Geokichla erythronota
sapqud2,Geotrygon saphirina
whgfly1,Anthipes monileger
blkjac1,Florisuga fusca
buwtea,Spatula discors
pughon1,Lichenostomus cratitius
huncis1,Cisticola hunteri
nabant1,Formicivora iheringi
tinsun2,Cinnyris minullus
ulubus1,Malaconotus alius
pbqdov1,Zentrygon lawrencii
moutai2,Phyllergates cucullatus
ruwful1,Schoeniparus castaneceps
blbcuc1,Piaya melanogaster
cinbec2,Pachyramphus rufus
abywoo1,Dendropicos abyssinicus
kerter1,Sterna virgata
eacsun1,Aethopyga siparaja
whbrob2,Poecilodryas superciliosa
whbwoo5,Artamus superciliosus
ruff,Calidris pugnax
savwar1,Locustella luscinioides
nopowl,Glaucidium gnoma
whbros1,Carpodacus thura
sbtwea1,Ploceus xanthopterus
zimant1,Sciaphylax castanea
samsab1,Campylopterus phainopeplus
lalbun1,Emberiza impetuani
normoc,Mimus polyglottos
serthr2,Geokichla joiceyi
boclon2,Motacilla bocagii
blcpar1,Pyrrhura rupicola
rebcho1,Pyrrhocorax pyrrhocorax
lagfin1,Geospiza magnirostris
guista1,Myrmotherula surinamensis
grwsal1,Saltator similis
yelrob1,Eopsaltria australis
noisni1,Coenocorypha barrierensis
blchon1,Lichmera notabilis
mallar3,Anas platyrhynchos
momwar1,Origma robusta
killde,Charadrius vociferus
lawpar3,Parotia lawesii
sttbab1,Mixornis gularis
ricpip1,Anthus richardi
leasal1,Saltator albicollis
tenwar,Leiothlypis peregrina
gyhbro1,Smithornis sharpei
maghum1,Eugenes fulgens
norela1,Elaenia ridleyana
strfly1,Myiodynastes maculatus
blagui1,Agelastes niger
buebar1,Psilopogon cyanotis
gotbar2,Psilopogon franklinii
burpar5,Psittinus abbotti
ruwant3,Herpsilochmus frater
bkrfin,Leucosticte atrata
kimhon1,Meliphaga fordiana
pielap1,Hoploxypterus cayanus
ruwphi2,Philentoma pyrhoptera
toggob1,Hypsipetes aureus
ulahaw,Ciridops anna
bkttro7,Trogon tenellus
coccuc1,Coccyzus ferrugineus
gyhbut1,Cnemoscopus rubrirostris
bkhgro,Pheucticus melanocephalus
strcuc1,Tapera naevia
loceag1,Lophaetus occipitalis
bnhcow,Molothrus ater
biager1,Gerygone hypoxantha
ruvwea1,Ploceus holoxanthus
scasun1,Aethopyga mystacalis
ligwoo3,Dendropicos elachus
miltap1,Scytalopus frankeae
plwduc1,Dendrocygna eytoni
sabjay,Cyanocorax sanblasianus
zapspa1,Torreornis inexpectata
fatger3,Gerygone citrina
evethr1,Zoothera everetti
trsowl,Megascops choliba
crbant1,Herpsilochmus motacilloides
blbkin3,Todiramphus nigrocyaneus
lwfgoo,Anser erythropus
buwpar2,Forpus crassirostris
plweye1,Zosterops hypolais
butfog9,Automolus cervinigularis
miswrb1,Spelaeornis badeigularis
watant1,Grallaria watkinsi
wanalb5,Diomedea amsterdamensis
whebuz1,Butastur teesa
rubrob,Turdus rufopalliatus
lbweye2,Rukia longirostra
casfin,Haemorhous cassinii
whcbul2,Pycnonotus leucogenys
yegtyr1,Phylloscartes flavovirens
sunist1,Turdus javanicus
cavswi2,Collocalia linchi
gcoroc1,Rupicola rupicola
whtnee,Hirundapus caudacutus
unstit1,Uromyias agraphia
spibir1,Poodytes carteri
japspa1,Tachyspiza gularis
apubrf1,Atlapetes forbesi
afrspo1,Platalea alba
mayhon1,Ptiloprora mayri
japwax1,Bombycilla japonica
bkvori,Icterus wagleri
rodsol2,Pezophaps solitaria
rbppar1,Micropsitta bruijnii
hispew1,Contopus hispaniolensis
hoobut1,Cracticus cassicus
afpsta1,Lamprotornis bicolor
wonsto1,Ciconia episcopus
siccha1,Emarginata sinuata
markin2,Todiramphus godeffroyi
bubsan,Calidris subruficollis
spgsta1,Lamprotornis splendidus
compig1,Columba pollenii
rubwre2,Troglodytes rufociliatus
phihap11,Loriculus bonapartei
plaant1,Dysithamnus mentalis
nkurai1,Himantornis haematopus
shbcan2,Asthenes pyrrholeuca
rindov,Streptopelia capicola
plover4,Stephanoxis loddigesii
ocetur1,Meleagris ocellata
varwhe1,Oenanthe picata
gyflio1,Liocichla omeiensis
comblh1,Buteogallus anthracinus
whbbur3,Tarsiger formosanus
merwre1,Cistothorus meridae
harqua1,Coturnix delegorguei
easros1,Platycercus eximius
ruffan4,Rhipidura louisiadensis
kokako3,Callaeas wilsoni
strfan2,Rhipidura spilodera
whiauk,Aethia pygmaea
spbant6,Hylophylax naevius
slccoo1,Fulica ardesiaca
gresku1,Stercorarius skua
whtant2,Grallaria albigula
buhsun1,Cyanomitra alinae
gofwoo,Melanerpes aurifrons
nebmet1,Metallura odomae
lobthr1,Zoothera monticola
alprob1,Petroica bivittata
nonbab1,Stachyris nonggangensis
nswowl,Aegolius acadicus
sombun1,Emberiza poliopleura
garwar1,Sylvia borin
pllwar2,Phylloscopus neglectus
rutshr2,Lanius phoenicuroides
pafneg1,Nigrita luteifrons
grahon3,Meliphaga cinereifrons
washon1,Melipotes carolae
mocsun2,Cyanomitra veroxii
spbant4,Herpsilochmus dorsimaculatus
bhbeat2,Merops muelleri
shtgrt1,Muscipipra vetula
pcttyr1,Anairetes reguloides
angslf1,Melaenornis brunneus
cregal1,Rhinocrypta lanceolata
spopar1,Pardalotus punctatus
pershe2,Thaumastura cora
orchon1,Meliphaga chrysogenys
massal1,Saltator cinctus
eletit2,Periparus elegans
reccra1,Grus japonensis
pilwoo,Dryocopus pileatus
hoocra1,Grus monacha
pvttyr1,Hemitriccus margaritaceiventer
micsta1,Aplonis opaca
rintea1,Callonetta leucophrys
woorai1,Gallirallus woodfordi
pibgre,Podilymbus podiceps
lefeag1,Icthyophaga humilis
brnfir1,Lagonosticta nitidula
btpphe1,Polyplectron chalcurum
mausco1,Otus sauzieri
whwbec1,Pachyramphus polychopterus
gurcot1,Phoenicircus carnifex
broson1,Cincloramphus cruralis
blkswi,Cypseloides niger
carcar1,Daptrius carunculatus
whsibi1,Pseudibis davisoni
lotman1,Chiroxiphia linearis
lavwax,Glaucestrilda caerulescens
blabut1,Melloria quoyi
gralar2,Ammomanopsis grayi
bartin2,Crypturellus bartletti
ruvtit2,Periparus rubidiventris
cifdov1,Ptilinopus rarotongensis
leglea1,Chloropsis cyanopogon
pasowl4,Megascops cooperi
bhbeat1,Merops breweri
greros2,Platycercus caledonicus
damfly1,Ficedula henrici
heuwhe1,Oenanthe heuglinii
newsun2,Anabathmis newtonii
marpig1,Columba thomensis
emedov3,Chalcophaps longirostris
pacher1,Ardea pacifica
yehbla,Xanthocephalus xanthocephalus
spbwre1,Pheugopedius maculipectus
bltmal1,Malimbus cassini
litwoo2,Dryobates passerinus
chcswi1,Streptoprocne rutila
stuqua1,Coturnix pectoralis
chbmal1,Phaenicophaeus sumatranus
barbul1,Loxigilla barbadensis
whmtyr1,Arundinicola leucocephala
brtgra2,Schoenicola platyurus
slavir1,Vireo brevipennis
lobdow,Limnodromus scolopaceus
crehon2,Phylidonyris pyrrhopterus
whrcus1,Coracina leucopygia
wbtspi1,Leptasthenura xenothorax
olgtan1,Orthogonys chloricterus
pygfal1,Polihierax semitorquatus
robgro,Pheucticus ludovicianus
thlwre1,Campylorhynchus turdinus
cacpar1,Eupsittula cactorum
glgtan1,Chlorochrysa phoenicotis
stbwoo3,Picus viridanus
butcor1,Boissonneaua flavescens
bnbpyt1,Hemitriccus obsoletus
camspe1,Zosterops melanocephalus
whybar1,Stactolaema whytii
dohthb1,Sylvia dohrni
stfgre1,Arizelocichla striifacies
flftan1,Tangara parzudakii
emlwar1,Phylloscopus emeiensis
rodfod1,Foudia flavicans
teptin1,Crypturellus ptaritepui
samfan1,Rhipidura nebulosa
lotsib1,Heterophasia picaoides
inbrob1,Larvivora brunnea
corhum1,Saucerottia tobaci
dofwoo1,Dryobates frontalis
parpig1,Geophaps smithii
carrew1,Acrocephalus syrinx
palpri1,Prinia somalica
blclor2,Vini australis
wawwhe1,Zosterops paruhbesar
gloswi1,Collocalia esculenta
ghacus1,Lobotos lobatus
bawmon4,Symposiachrus malaitae
motwhi1,Rhagologus leucostigma
scltyr1,Phyllomyias sclateri
blabus1,Neoctantes niger
brwcou1,Rhinoptilus chalcopterus
cinwoo1,Celeus loricatus
hootin1,Nothocercus nigrocapillus
blwpar2,Pyrrhura devillei
auskit1,Elanus axillaris
blcfru1,Pipreola lubomirskii
whcbla1,Turdus albocinctus
dusant1,Cercomacroides tyrannina
blcapa1,Apalis nigriceps
meyfri1,Philemon meyeri
bograi1,Rallus semiplumbeus
cicada7,Edolisoma salomonis
blyhor1,Rhyticeros plicatus
liteag1,Hieraaetus morphnoides
greman2,Cryptopipo holochlora
plaswi1,Apus unicolor
retcar2,Ibycter americanus
surcin1,Cinclodes taczanowskii
saxspa1,Passer ammodendri
redthr1,Pyrrholaemus brunneus
malpip1,Anthus melindae
hawmam1,Drepanis pacifica
bamwoo1,Gecinulus viridis
stnibi1,Threskiornis spinicollis
ygbtan1,Bangsia flavovirens
gysfra1,Pternistis griseostriatus
mccfly1,Mionectes macconnelli
bkcgna,Polioptila nigriceps
foxspa,Passerella iliaca
jamvir1,Vireo modestus
grccra1,Balearica regulorum
slbori1,Oriolus tenuirostris
pafdov1,Ptilinopus pelewensis
lthbuz1,Henicopernis longicauda
punsun1,Kurochkinegramma hypogrammicum
bbsfin1,Sporophila atrirostris
whcmyz1,Myzomela albigula
brebul1,Hypsipetes amaurotis
andcon1,Vultur gryphus
paefly1,Myiarchus cephalotes
punlor1,Lorius domicella
azchum1,Saucerottia cyanocephala
orbtho1,Phacellodomus ferrugineigula
orsbul3,Pycnonotus bimaculatus
ocepar1,Eclectus infectus
undant2,Frederickena unduliger
madbut1,Turnix nigricollis
moufir1,Oreostruthus fuliginosus
klaant1,Myrmotherula klagesi
lowpel1,Peltops blainvillii
sucant1,Chamaeza meruloides
fisspa,Amphispizopsis quinquestriata
helpip1,Anthus hellmayri
grybut1,Cracticus torquatus
himqua1,Ophrysia superciliosa
frimon1,Arses telescopthalmus
diatap2,Scytalopus diamantinensis
gyebul1,Iole propinqua
speowl2,Bubo milesi
relhon1,Cyanerpes cyaneus
venwoq1,Odontophorus columbianus
bltbar1,Tricholaema melanocephala
vertan1,Calochaetes coccineus
wegspa1,Melozone leucotis
ornant1,Epinecrophylla ornata
crspar1,Prosopeia splendens
wetpig1,Treron sphenurus
okbkiw1,Apteryx rowi
isbduc1,Anas poecilorhyncha
forowl1,Athene blewitti
brbbar1,Pogonornis melanopterus
sncman1,Lepidothrix nattereri
salmon1,Neoxolmis salinarum
vartri3,Lalage conjuncta
slcant3,Myrmelastes schistaceus
gcrfin,Leucosticte tephrocotis
oliwoo1,Sittasomus griseicapillus
wrihor2,Rhabdotorrhinus leucocephalus
yebfly2,Melaenornis ardesiacus
vargos1,Tachyspiza hiogaster
summyz1,Myzomela dammermani
whbrob1,Eopsaltria georgiana
gytwaf1,Microspingus cabanisi
cobrob1,Tarsiger johnstoniae
lovsun3,Cinnyris loveridgei
bltwax1,Glaucestrilda perreini
gobwar4,Myiothlypis chlorophrys
scspar1,Touit huetii
soogul2,Ichthyaetus hemprichii
blbmal1,Phaenicophaeus diardi
letbar1,Eubucco richardsoni
kamao,Myadestes myadestinus
barswi,Chaetura spinicaudus
cinsco1,Megascops petersoni
nehhon1,Gliciphila notabilis
blnchl1,Chlorophonia cyanea
bbbtyr1,Knipolegus cyanirostris
brbhum,Cynanthus latirostris
bkcruw1,Bathmocercus cerviniventris
blflor1,Charmosynopsis toxopei
pabant1,Grallaria carrikeri
rbopar1,Paradisaea raggiana
gragoo,Anser anser
phifro1,Batrachostomus septimus
rutsap1,Hylocharis sapphirina
latlar1,Mirafra cheniana
yeehon1,Lichmera flavicans
duther1,Phaethornis squalidus
bkwsta1,Acridotheres melanopterus
wfsowl2,Otus sagittatus
nebkin1,Todiramphus albonotatus
blncis1,Cisticola eximius
tabbab1,Dumetia hyperythra
sesowl1,Otus insularis
ocbcat1,Ailuroedus stonii
pubhon1,Meliphaga aruensis
blcwax2,Estrilda nonnula
soasni2,Gallinago paraguaiae
mouhae2,Nisaetus kelaarti
thbgra4,Amytornis modestus
crhpar1,Haematortyx sanguiniceps
raista1,Coeligena iris
madsni1,Gallinago macrodactyla
oripic1,Picumnus pumilus
plcjay1,Cyanocorax chrysops
febant1,Myrmoderus ferrugineus
wfgtyr1,Muscisaxicola albifrons
shalon1,Macronyx sharpei
ceyfro1,Batrachostomus moniliger
vebtyr2,Pogonotriccus venezuelanus
whtmon2,Symposiachrus everetti
brrwhe4,Zosterops silvanus
bkcori,Icterus prosthemelas
sinpar1,Geoffroyus heteroclitus
snopar1,Lerwa lerwa
andtyr3,Knipolegus signatus
monoro1,Psarocolius montezuma
bucsap1,Chlorestes notata
whihaw1,Pseudastur albicollis
bobher1,Cochlearius cochlearius
inseag1,Clanga hastata
tahpet1,Pseudobulweria rostrata
islthr24,Turdus niveiceps
talowl1,Tyto nigrobrunnea
rewtin1,Rhynchotus rufescens
litcur,Numenius minutus
flawar1,Myiothlypis flaveola
cugwoo1,Xiphidiopicus percussus
gytwar1,Myiothlypis cinereicollis
dubfly3,Eumyias sordidus
planig1,Caprimulgus inornatus
molmon1,Symposiachrus bimaculatus
bkcmot1,Anisognathus melanogenys
scnmyz1,Myzomela lafargei
pesowl1,Glaucidium perlatum
whncro1,Corvus leucognaphalus
litsti,Calidris minuta
duegih1,Gymnomyza brunneirostris
mapfly2,Terpsiphone bourbonnensis
yebrob1,Cryptomicroeca flaviventris
crejay1,Platylophus galericulatus
afecuc1,Chrysococcyx cupreus
suifly1,Suiriri suiriri
sulboo1,Ninox reyi
phiswi1,Aerodramus mearnsi
gramou1,Rhytipterna simplex
blcwoo3,Dryobates sanguineus
yenspu1,Pternistis leucoscepus
madkes1,Falco newtoni
tortyr1,Serpophaga cinerea
pasowl3,Otus brucei
rebfru1,Pipreola whitelyi
tabcis1,Cisticola angusticauda
whipit1,Erythropitta kochi
latnig1,Hydropsalis climacocerca
piisha1,Phalacrocorax featherstoni
cbfdov1,Ptilinopus viridis
wfspet,Pelagodroma marina
grypep3,Polyplectron katsumatae
ludful1,Fulvetta ludlowi
baywoo1,Blythipicus pyrrhotis
cocfin3,Geospiza scandens
stbear2,Ochetorhynchus ruficaudus
reccro1,Sylvietta ruficapilla
pwgdov1,Paraclaravis geoffroyi
ltrfin1,Donacospiza albifrons
cbrthr1,Monticola rufiventris
brfgle1,Automolus melanopezus
halwar1,Phylloscopus hainanus
whbnot1,Nothura boraquira
jacwid1,Euplectes jacksoni
brtcom1,Polyonymus caroli
ivbara1,Pteroglossus azara
bltbab1,Stachyris nigricollis
ceybuw1,Elaphrornis palliseri
plphor1,Rhyticeros subruficollis
suncou1,Centropus nigrorufus
vihhum1,Klais guimeti
y01193,Pachycephala pectoralis
bfppar1,Micropsitta pusio
compoo,Phalaenoptilus nuttallii
phtjac1,Hydrophasianus chirurgus
mouwar1,Acrocephalus melanopogon
gybpri1,Prinia hodgsonii
pubbul1,Microtarsus eutilotus
ampkin1,Chloroceryle aenea
whwsan1,Prosobonia leucoptera
yebfly3,Tolmomyias flaviventris
norgos1,Astur gentilis
minbul1,Hypsipetes mindorensis
walfai1,Sipodotus wallacii
verbar1,Eubucco versicolor
punibi1,Plegadis ridgwayi
spcpic1,Picumnus steindachneri
brbtan1,Tangara desmaresti
relgul2,Ichthyaetus relictus
fotdro5,Dicrurus adsimilis
spfpar1,Pionus tumultuosus
damter2,Sternula balaenarum
wooduc,Aix sponsa
berhaw1,Bermuteo avivorus
